Company/Manufacturer,Product,Path/Bank,Program,Notes,Examples,Demo
Roland,U-220,Timbre,T-032: Fingered 1 [032],,Aqua Star,
Sound Ideas,The General Series 6000 Sound Effects Library,6011-25-01,"CONSTRUCTION, BACKHOE","CASE 680: START, IDLE, SHUT OFF, TRACTOR, CONSTRUCTION","Factory Investigation, Miracle Matter",
Sound Ideas,The General Series 6000 Sound Effects Library,6025-29-01,"GUN, ANTITANK",20MM: SINGLE SHOT ROCKET LAUNCHERS & RPGS,"Factory Investigation, I'll Come Along With You, Major Specialization, Friends 3",
Ueberschall,Drum 'N' Bass Resonance,Track 04 - Sax-o-clone 160 BPM -> TS 0:39,14 Sounds,Snare,"Above The Clouds; I'll Go, Too; Friends 3, Shiver Star",
Ueberschall,Drum 'N' Bass Resonance,Track 08 - Provider 140 BPM -> TS 0:31,9 Sounds,Kick,"Enemy Card Index, Room Guarder",
Ueberschall,Drum 'N' Bass Resonance,Track 30 - 4indoorfloor 180 BPM -> TS 0:04,Drumloops (15 bars),Loop,"Boss Battle, Miracle Matter",
Ueberschall,Drum 'N' Bass Resonance,Track 64 - Speedomat 165 BPM -> TS 0:01,Drumloops (16 bars),Loop,"Dark Star, Miracle Matter",
Yamaha,DX100,Internal -> BANK B,20 Fuzz Clav,,"Neo Star, Falling Fight",
Yamaha,DX100,Internal -> BANK C,02 Easy Clav,,"Neo Star, Rock Star, Shiver Star",
Stuff to Find,,,,,,
KORG,? (01/W XSC Expansion Cards),,,May be used,,
KORG,X3,Multisounds,119 Gamelan,read me,"Ripple Star Catacombs, Inside the Ruins",
Novation,Nova,,,May be used,,
Roland,SH-2,,,May be used,,
Roland,JD-990 or JV-1080,Waveform,Throat Wind,layered on top of something else,SFX (Unknown),
?,?,,Intro,"read this, lots of info",0²,
?,?,,Acid Synth Bass,most likely a custom patch/made inhouse,"Battle Among Friends: King Dedede, Miracle Matter, Neo Star, Inside the Ruins",
?,?,,Filtered Saw Wave,most likely a custom patch/made inhouse,"Friends 3, The End ~ Staff (Part 2)",
?,?,,Filtered Triangle Wave,most likely a custom patch/made inhouse,"Aqua Star, Friends 2, Shiver Star",
?,?,,"""Meow"" Synth",most likely a custom patch/made inhouse,"Battle Among Friends: Adeline, Inside the Ruins, Above the Clouds",
?,?,,Piano Slam,,Factory Investigation,
?,?,,Pulse Wave Sequence,most likely a custom patch/made inhouse,Inside the Ruins,
?,?,,"""Quack"" Synth",most likely a custom patch/made inhouse,"Taking Battle, Battle Among Friends: Waddle Dee",
?,?,,Square Wave ,most likely a custom patch/made inhouse,"Miracle Matter, Quiet Forest",
?,?,,"Sawtooth ""Trance"" Pad",most likely a custom patch/made inhouse,"Above the Clouds, Ripple Star, Inside the Ruins, Room Guarder",
?,?,,Synth Bass,most likely a custom patch/made inhouse,"Pop Star, Ripple Star Select, Boss, Above the Clouds",
?,?,,"""Wowow"" Synth",most likely a custom patch/made inhouse,Life Lost,
Kirby Air Ride,,"(Released: July 11, 2003)",,"(Music by: Hirokazu Ando, Jun Ishikawa, Shogo Sakai, Tadashi Ikegami)",,
Live Performance: Shogo Sakai,Choir,,,,Air Ride: SKY SANDS,
Live Recording: Hirokazu Ando,Acoustic Guitar,,,probably,"Air Ride: CELESTIAL VALLEY, City Trial: City",
Live Recording: Hirokazu Ando,Fernandes HSS Super Strat,,,probably,Air Ride: CELESTIAL VALLEY,
Live Recording: Shogo Sakai,MORRIS GUITARS W-50,,,,Air Ride: SKY SANDS,
AudioNerdz,Delay Lama,,,,Air Ride: MACHINE PASSAGE,
AMG,Black II Black Vol. 1,Partition B -> MID 1 G3-G4,STRT F2 93,,City Trial: Dense Fog Today,
Best Service,Advanced Orchestra,CD 4 -> [AO brs] french horn section,french horn section KEY,,"Air Ride: MAGMA FLOWS, Air Ride: NEBULA BELT, City Trial: City, City Trial: Not Much Time Left",
Best Service,Advanced Orchestra,CD 4 -> [AO brs] trombone section,trombone section KEY,,"City Trial: City, City Trial: Not Much Time Left",
Best Service,Advanced Orchestra,CD 4 -> [AO brs] trumpet section,trumpet section KEY,,"Air Ride: NEBULA BELT, City Trial: City, City Trial: Not Much Time Left, City Trial: City (Backside)",
Best Service,Advanced Orchestra,CD 4 -> [AO brs_s] trumpet solo basic,trumpet solo basic KEY,,"City Trial: City, City Trial: Not Much Time Left",
Best Service,Advanced Orchestra,CD 4 -> [AO pc] orchestra percussion mix,orchestra percussion mix,,"Play Methods, City Trial: City",
Best Service,Advanced Orchestra,CD 4 -> [AO pc] timpani,timpani VEL,,"Play Methods, Air Ride: MAGMA FLOWS, Air Ride: NEBULA BELT, City Trial: City",
Best Service,Advanced Orchestra,CD 5 -> [AO bell] tubular bells,tubular bells,,"Finish!: Winner's Finish, Top Ride: SKY, City Trial: City (Backside)",
Best Service,Advanced Orchestra,CD 5 -> [AO ww] clarinet section,clarinets section KEY,,City Trial: City (Backside),
Best Service,Advanced Orchestra,CD 5 -> [AO ww] flute section basic,flute section basic KEY,,City Trial: City (Backside),
Best Service,Advanced Orchestra,CD 5 -> [AO ww_s] oboe solo basic,oboe solo basic KEY,,City Trial: City (Backside),
Big Fish Audio,Prosonus The Orchestral Collection,ORCHPERC -> CRASHCYM,Cymbal ROLL LH,,"Air Ride: CELESTIAL VALLEY, City Trial: City",
Big Fish Audio,Prosonus The Orchestral Collection,ORCHPERC -> CRASHCYM,CymLongCresc LH,,Top Ride: WATER,
EastWest,Quantum Leap Brass,CD 2 -> 3 TP gigapatches,3 TP susMODfilter,,Kirby: Nightmare in Dream Land: Dream Land,
EastWest,Quantum Leap Brass,CD 3 -> 3 Bones susffMODfilter,3BsusFFMODfilter,,Top Ride: WATER,
EastWest & Masterbits,Peter Siedlaczek's Orchestra,Partition D -> STRING SPIC,SPIC C1-A#3,,City Trial: Dyna Blade Intro,
Ensoniq,MR-Rack,RAM,000 Steel Pad,,"Menu, Air Ride: FROZEN HILLSIDE, Air Ride: SKY SANDS, Top Ride: LIGHT",
EDIROL,Orchestral,Keyboard & Percussion,P-5 011 Timpani,,Kirby: Green Greens,
Hollywood Edge,The Premiere Edition Vol. 1,"Impacts & Crashes-Various, Special Mix",CrashMetalShatter PE110201,,Stadium: TARGET FLIGHT,
IK Multimedia,SampleTank XL,Drums -> Acoustic,British,,Kirby: Shooting,
IK Multimedia,SampleTank XL,Drums -> Acoustic,Driven,,Top Ride: FIRE,
IK Multimedia,SampleTank XL,Drums -> Acoustic,Mono Sixties,,Kirby's Adventure: Forest Stage,
IK Multimedia,SampleTank XL,Ethnic,Indian Flute,,"City Trial: City, City Trial: Not Much Time Left",
IK Multimedia,SampleTank XL,Ethnic,Ocarina,,City Trial: City (Backside),
IK Multimedia,SampleTank XL,Guitar -> Electric,Drive LP,,Top Ride: FIRE,
IK Multimedia,SampleTank XL,Organ,Church Organ Flute,,Kirby's Adventure: Rainbow Resort,
IK Multimedia,SampleTank XL,Organ,Portable Electric Organ,LO-FI and FLANGER turned off,Kirby: Shooting,
IK Multimedia,SampleTank XL,Synth -> Piano,Synth EP 3,,Kirby's Adventure: Forest Stage,
Miroslav Vitous,String Ensembles,11 Violins -> 11 VS Stacc,11 VS Stacc 2,Todo: Find path for GIGA version,Play Methods,
Miroslav Vitous,String Ensembles,Basses -> BSS Stacc,BSS Stacc,Todo: Find path for GIGA version,Play Methods,
Miroslav Vitous,String Ensembles,Cellos -> CES Stacc,CES Stacc,Todo: Find path for GIGA version,Play Methods,
NemeSys,GigaPiano,NemeSys_1GB_Grand,1GB Acoustic Grand w/ Resonance Model,,Properties Graph,
Roland,JV-1080,PR-A,027 Delicate EP,,Air Ride: FROZEN HILLSIDE,
Roland,JV-1080,PR-A,063 Poly Saws,,Air Ride: NEBULA BELT,
Roland,JV-1080,PR-A,079 Fantasy Vox,,Air Ride: FROZEN HILLSIDE,
Roland,JV-1080,PR-A,081 Childlike,,Air Ride: FROZEN HILLSIDE,
Roland,JV-1080,PR-A,095 Nomad Perc,,Top Ride: SKY,
Roland,JV-1080,PR-A,113 12str Gtr 2,,Air Ride: FROZEN HILLSIDE,
Roland,JV-1080,PR-B,079 You and Luck,,Top Ride: LIGHT,
Roland,JV-1080,PR-C,022 Beauty Vox,,Air Ride: FROZEN HILLSIDE,
Roland,JV-1080,PR-C,031 Doos,,Air Ride: FROZEN HILLSIDE,
Roland,JV-1080,PR-D (GM),078 Shakuhachi,,Air Ride: SKY SANDS,
Roland,SN-U110-02 Latin and F.X. Percussions,,02-051 STAKE,,Top Ride: METAL,
Roland,SN-U110-11 Sound Effects,,11-004 WATERPHONE,,Air Ride: MACHINE PASSAGE,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 010 Glockenspl,,Stadium: TARGET FLIGHT,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 015 Tubular Bell,,Stadium: TARGET FLIGHT,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 030 OverdriveGt,,Top Ride: Results Screen,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 046 Pizzicato,,Stadium: TARGET FLIGHT,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 079 Whistle,,Air Ride: CELESTIAL VALLEY,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 089 Fantasia,,City Trial: City,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 105 Sitar,,Air Ride: SKY SANDS,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 010 Glockenspiel,,"Air Ride: FANTASY MEADOWS, Air Ride: FROZEN HILLSIDE, Air Ride: BEANSTALK PARK, Kirby Super Star: The Beginner's Room, Top Ride: WATER, City Trial: Legendary Air Ride Machine",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 014 Xylophone,,"Air Ride: FANTASY MEADOWS, Air Ride: MAGMA FLOWS, Air Ride: BEANSTALK PARK, Air Ride: NEBULA BELT, Air Ride: Ending, Top Ride: GRASS, Top Ride: SKY, Stadium: TARGET FLIGHT",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 016 Santur,,Kirby 64: The Crystal Shards: Rock Star,
Roland,SOUND Canvas SC-8850,SC-88 Map,008 019 Rotary Org.,,Air Ride: CELESTIAL VALLEY,
Roland,SOUND Canvas SC-8850,SC-88 Map,024 019 Rotary Org.F,,Top Ride: Results Screen,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 025 Nylon-str.Gt,,Air Ride: CELESTIAL VALLEY,Link 
Roland,SOUND Canvas SC-8850,SC-88 Map,000 036 Fretless Bs,,Air Ride: SKY SANDS,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 037 Slap Bass 1,,"Menu, Top Ride: METAL",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 039 SynthBass 1,,Top Ride: LIGHT,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 046 Pizz. Str.,,"Air Ride: MAGMA FLOWS, Air Ride: BEANSTALK PARK, Kirby Super Star: The Beginner's Room, etc.",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 047 Harp,,"Air Ride: FROZEN HILLSIDE, Kirby Super Star: The Beginner's Room, City Trial: Legendary Air Ride Machine",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 048 Timpani,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 056 Orch. Hit,,"Air Ride: FANTASY MEADOWS, Air Ride: MAGMA FLOWS, Above the Halberd",
Roland,SOUND Canvas SC-8850,SC-88 Map,008 056 Impact Hit,,"Finish! Winner's Finish, Rowdy Charge Tank",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 061 FrenchHorns,,"Air Ride: FANTASY MEADOWS, Air Ride: BEANSTALK PARK, Kirby Super Star: The Beginner's Room, Air Ride: Ending, City Trial: Legendary Air Ride Machine, City Trial: City",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 062 Brass 1,,Kirby 64: The Crystal Shards: Rock Star,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 071 Bassoon,,"Air Ride: FANTASY MEADOWS, Air Ride: MAGMA FLOWS, Top Ride: GRASS, City Trial: Legendary Air Ride Machine",Link 
Roland,SOUND Canvas SC-8850,SC-88 Map,000 074 Flute,,Kirby Super Star: The Beginner's Room,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 077 Bottle Blow,,"City Trial: City, City Trial: Not Much Time Left",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 106 Banjo,,Top Ride: GRASS,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 110 Bagpipe,,"Air Ride: CELESTIAL VALLEY, Kirby 64: The Crystal Shards: Rock Star",
Roland,SOUND Canvas SC-8850,SC-88 Map,000 117 Taiko,,Top Ride: SAND,
Roland,SOUND Canvas SC-8850,SC-88 Map,005 121 Bass Slide,,Air Ride: FROZEN HILLSIDE,
Roland,SOUND Canvas SC-8850,SC-88 Map -> Drum Set,041 BRUSH,,Top Ride: WATER,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 022 Accordion Fr,,"Top Ride: GRASS, Top Ride: SAND",
Roland,SOUND Canvas SC-8850,SC-88Pro Map,024 022 Hard Accord,,Kirby's Adventure: Forest Stage,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 034 Fingered Bs.,,Air Ride: CELESTIAL VALLEY,Link
Roland,SOUND Canvas SC-8850,SC-88Pro Map,005 034 Heart Bass,,Top Ride: GRASS,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,001 035 Picked Bass2,,Air Ride: FROZEN HILLSIDE,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,017 039 TB303 Sqr Bs,,Air Ride: MACHINE PASSAGE,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,003 046 St. Pizzicato,,City Trial: Legendary Air Ride Machine,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,001 049 Bright Str :,,"Air Ride: FANTASY MEADOWS, Air Ride: Ending",Link
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 051 Syn.Strings1,,Air Ride: FROZEN HILLSIDE,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,009 053 Melted Choir,,Air Ride: FROZEN HILLSIDE,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 057 Trumpet,,"Air Ride: FANTASY MEADOWS, Air Ride: CELESTIAL VALLEY, Air Ride: SKY SANDS, Air Ride: BEANSTALK PARK, Air Ride: Ending, Top Ride: SKY",
Roland,SOUND Canvas SC-8850,SC-88Pro Map,024 057 Bright Tp.,,City Trial: Legendary Air Ride Machine,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,002 058 Twin Bones,,City Trial: Legendary Air Ride Machine,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 065 Soprano Sax,,"City Trial: City, City Trial: Not Much Time Left",
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 066 Alto Sax,,Air Ride: CELESTIAL VALLEY,Link
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 072 Clarinet,with Chorus,Kirby's Adventure: Forest Stage,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,001 074 Flute 2,,"Air Ride: FROZEN HILLSIDE, Kirby Super Star: The Beginner's Room, Kirby's Adventure: Rainbow Resort, City Trial: Legendary Air Ride Machine",
Roland,SOUND Canvas SC-8850,SC-88Pro Map -> Drum Set,049 ORCHESTRA,,-Used throughout the soundtrack-,
Roland,SOUND Canvas SC-8850,SC-88Pro Map -> Drum Set,053 ASIA,,City Trial: Legendary Air Ride Machine,
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 001 Piano 1,,"Air Ride: CELESTIAL VALLEY, Air Ride: MAGMA FLOWS, City Trial: City (Backside)",
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 007 Harpsichord,,Air Ride: BEANSTALK PARK,
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 015 Tubular-bell,,City Trial: Legendary Air Ride Machine,
Roland,SOUND Canvas SC-8850,SC-8850 Map,034 039 AtkSineBass,,Kirby's Dream Land: Float Islands,
Roland,SOUND Canvas SC-8850,SC-8850 Map,030 040 Sync Bass 2,,Air Ride: MACHINE PASSAGE,
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 049 Strings,,"Menu, Air Ride: CELESTIAL VALLEY, Kirby Super Star: The Beginner's Room, City Trial: Legendary Air Ride Machine, Stadium: TARGET FLIGHT",
Roland,SOUND Canvas SC-8850,SC-8850 Map,004 049 Bright Str.2,,Air Ride: FROZEN HILLSIDE,
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 050 Slow Strings,,"Air Ride: BEANSTALK PARK, Kirby Super Star: The Beginner's Room",
Roland,SOUND Canvas SC-8850,SC-8850 Map,001 050 SlowStrings2,,Air Ride: FROZEN HILLSIDE,
Roland,SOUND Canvas SC-8850,SC-8850 Map,001 054 Chorus Oohs,,City Trial: City,
Roland,SOUND Canvas SC-8850,SC-8850 Map,003 058 Bones & Tuba,,Stadium: TARGET FLIGHT,
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 069 Oboe,,"Top Ride: GRASS, City Trial: Legendary Air Ride Machine",
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 072 Clarinet,,"Top Ride: GRASS, City Trial: Legendary Air Ride Machine",
Roland,SOUND Canvas SC-8850,SC-8850 Map -> Drum Set,033 JAZZ,,Top Ride: GRASS,
Roland,SOUND Canvas SC-8850,SC-8850 Map -> Drum Set,050 ETHNIC,,Air Ride: SKY SANDS,
Roland,SR-JV80-05 World,XP-X,173 VeloBagpipes,,Air Ride: SKY SANDS,
Roland,U-220,Patch,P-21: Syn.Vox 1 [021],,"Top Ride: METAL, Kirby 64: The Crystal Shards: Rock Star",
Roland,U-220,Timbre,T-019: R.Organ 2 [019],,Top Ride: METAL,
Roland,U-220,Rhythm Set,R-3: Electric Set [003],Toms,Top Ride: METAL,
Sampleheads,Whole Lotta Country,CD 1 -> MANDOLIN,MANDOLIN TREMOLOS,,City Trial: City,
Sampleheads,Whole Lotta Country,CD 2 -> Acoustic Guitar,ACOUSTIC GUITAR PICKED,,"City Trial: City, City Trial: Not Much Time Left",
Sampleheads,Whole Lotta Country,CD 2 -> Fiddle,FIDDLE NOTES,,Kirby's Adventure: Forest Stage,
Sonic Reality,Sonic Synth,SR Organs,002 Cathedral Organ,,"City Trial: City, City Trial: Not Much Time Left",
Steinberg,Virtual Guitarist,Sixteen,6. 16ths Accent,,Top Ride: GRASS,
Ueberschall,Jam Box,,,09TRIP90 in the WAV version - pitched up in the track,Top Ride: METAL,
Yamaha,MU2000EX,XG,000 022 Acordion,,Top Ride: SKY,
Yamaha,MU2000EX,XG,000 034 FngrBass,,"City Trial: City, City Trial: Not Much Time Left",
Yamaha,MU2000EX,XG,065 041 CadenzDk,,"City Trial: City, City Trial: Not Much Time Left",
Yamaha,MU2000EX,XG,066 041 Vln Sec,,"Air Ride: NEBULA BELT, City Trial: City, City Trial: Not Much Time Left",
Yamaha,MU2000EX,XG,066 042 Hrd Vlas,,"Top Ride: WATER, City Trial: City (Backside)",
Yamaha,MU2000EX,XG,065 044 Hrd CBs,,"Air Ride: NEBULA BELT, Top Ride: WATER, City Trial: City, City Trial: Not Much Time Left, City Trial: City (Backside)",
Yamaha,MU2000EX,XG,000 069 Oboe,,Air Ride: CELESTIAL VALLEY,
Yamaha,MU2000EX,XG,000 072 Clarinet,,Air Ride: CELESTIAL VALLEY,
Yamaha,MU2000EX,XG,068 081 SyncLead,added Chorus,City Trial: Not Much Time Left,
Yamaha,MU2000EX,XG -> Drum Kit,127 001 StndKit#,Sleigh Bell,"City Trial: City, City Trial: Not Much Time Left",
Yamaha,MU2000EX,XG -> Drum Kit,127 049 SymphKit,,Air Ride: CELESTIAL VALLEY,
Stuff to Find,,,,,,
Digidesign,SampleCell II CD-ROM Library #1,Percussion Unpitched -> Orchestral Percussion,Misc Percussion 1,,"City Trial: City, City Trial: Not Much Time Left",
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 128 Gun Shot,,Air Ride: FROZEN HILLSIDE,
?,?,,Marimba,Read note (equipment checked),Kirby's Adventure: Forest Stage,
?,?,,Synth Brass,possibly the same one used in KRtDL Blazing! Boss Battle,Top Ride: FIRE,
?,?,,Noise Pad,might also have xylophone used here too,Air Ride: NEBULA BELT,
Kirby and the Amazing Mirror,,"(Released: April 15, 2004)",,"(Music by: Atsuyoshi Isemura, Hironobu Inagaki)",,
Roland,SN-U110-06 Orchestral Winds,,06-035 TIMPANI 2,Recorded with reverb,,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 046 Pizzicato,0xc020a4,"Stage Begin, Forest Area, Flame/Lava Area, Ice/Crystal Area, Ending",
Roland,SOUND Canvas SC-8850,SC-55 Map,000 048 Timpani,0xc104a4,"Flame/Lava Area, Ruins Area, Dark Meta Knight Appears",
Roland,SOUND Canvas SC-8850,SC-55 Map,000 061 French Horn,0xc03f48,Space Area,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 115 Steel Drums,Single Hit - 0xbf6110,Title,
Roland,SOUND Canvas SC-8850,SC-88Pro Map -> Drum Set,051 KICK & SNARE ,0xce7718 - 97:Jungle Snare 1,"Cave/Rocky Area, Castle/Building Area, Deep Sea Area, Last Boss / Third Form",
Roland,SRX-06 Complete Orchestra,XP-X,008 Agitato Vas,,,
Roland,SRX-06 Complete Orchestra,XP-X,015 Cellos,,,
Roland,SRX-06 Complete Orchestra,XP-X,017 Marcato Vcs,0xbcb7a8,,
Roland,SRX-06 Complete Orchestra,XP-X,018 Agitato Vcs,,,
Roland,SRX-06 Complete Orchestra,XP-X,066 Solo Violin,"0xbe5f34, 0xbeca00",,
Roland,SRX-07 Ultimate Keys,XP-X,001 Stereo Piano,0xc2fad8,Crackity Hack,
Roland,SRX-09 World Collection,XP-X,225 SteelDr SRX2 ,0xbf4434,Ending,
Roland,U-220,Patch,P-17: Strings [017],New multisample - 0xc0e430,Labyrinth Entrance Stage,
Roland,XV-5080,Rhythm Set -> PR-A,002 PopDrumSet 2,0xce60b4 - Piccolo Snare,"Space Area, Dark Meta Knight Appears",
Roland,XV-5080,Rhythm Set -> PR-E,002 XV Rock Kit,0xd03af4 - Ride Cymbal,"Space Area, Deep Sea Area, Last Boss / Second Form",
Roland,XV-5080,Rhythm Set -> PR-F,002 XV Rust Kit,"0xce824c, 0xceb4fc","Ice/Crystal Area, Cave/Rocky Area, Space Area, Dark Meta Knight Appears, Last Boss / Third Form",
Spectrasonics,Bass Legends,CD-2 -> 6-STR FUNK,JP FUNK-6 A,0xbf2fb4,"Boss Battle Theme, Last Boss / Second Form, Ending",
All other documented instruments were ripped from Kirby: Nightmare in Dreamland,,,,,,
Novation,Nova,,,Custom patch,SFX (Warp Star),
Roland,JD-990,Waveform,075 Flute Push,0xb5b234,,
Roland,JD-990,Waveform,093 Pan Pipe,"0xb69238, 0xba87e8",,
Roland,JD-990,Waveform,094 BottleBlow,0xba12c0,,
Roland,JD-990,Waveform,129 Upright BS,0xb94cd0,,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 078 Shakuhachi,0xbb4930,,
Roland,SOUND Canvas SC-8850,SC-55 Map,000 115 Steel Drums,0xbc2c58,,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 013 Marimba,0xb97ea0,,
Roland,SOUND Canvas SC-8850,SC-88 Map,008 056 Impact Hit,0xbaa1bc,,
Roland,SOUND Canvas SC-8850,SC-88 Map,000 106 Banjo,0xb924a0,,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 022 Accordion Fr,0xbc5ac0,,
Roland,SOUND Canvas SC-8850,SC-88Pro Map,000 034 Fingered Bs.,0xb9af1c,,
Roland,SOUND Canvas SC-8850,SC-8850 Map,000 072 Clarinet,0xba3dec,,
Roland,U-220,Patch,P-21: Syn.Vox 1 [021],0xb66b74,,
Roland,U-220,Patch,P-33: Soft Trumpet [033],0xb73fc0,,
Stuff to Find,,,,,,
Roland?,? (SRX?),,Synth Bell 1,0xc17914,"Opening, Stage Begin, Dark Meta Knight Appears, Ending, Crackity Hack",
Roland?,? (SRX?),,Synth Bell 2,0xc1d8ac,Ending,
Roland?,? (SRX?),,Brass Section 1,0xc21948,"Flame/Lava Area, Dark Meta Knight Appears, Boss Battle Theme, Ending",
Roland?,? (SRX?),,Brass Section 2,0xc28328,"Flame/Lava Area, Dark Meta Knight Appears",
Roland,? (SC-8850 or SRX),,Various Drums,,-Used throughout the soundtrack-,
Roland,SRX-07 Ultimate Keys,,Slap Bass 2,0xc2c778,"Deep Sea Area, Bonus Chance, Boss Battle, Dark Mind's Second Form, Ending, Crackity Hack",
?,?,,Synth Bass,0xc1263c,Flame/Lava Area,
Kirby: Canvas Curse (NA) / Kirby: Power Paintbrush (EU),,"(Released: March 24, 2005)",,"(Music by: Jun Ishikawa, Tadashi Ikegami)",,
IK Multimedia,SampleTank 2 XL,Ethnic,Ocarina,"ADSR edited, EQ'd, layered with a SQ Wave",,
Roland,SN-U110-11 Sound Effects,,11-032 FANTASYHIT,,"Kirby Clear Dance 2, Kirby Clear Dance 3",
Roland,SOUND Canvas SC-8850,SC-88 Map,008 020 ChurchOrg.2,,"Opening, Drawcia Sorceress",
Roland,SOUND Canvas SC-8850,SC-88 Map,008 025 Ukulele,Cutoff set to around ~80%,"Menus, Tiny Town",
Roland,SOUND Canvas SC-8850,SC-88 Map -> Drum Set,041 BRUSH,,,
